opcode_prefix,source_file,game_name,cheat_name,original_code_line,following_code_line_if_relevant,position_in_cheat,inferred_role,address_field,possible_saturn_address,value_field,address_range_guess,value_width_guess,confidence_low_medium_high,candidate_support_path,risk,notes
F6,libretro-sega-saturn\Bug (GameShark).cht,Bug,Master Code,F6017588+C305,,1/1,master/enabler first record,0x017588,0x06017588,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
06,libretro-sega-saturn\Bug (GameShark).cht,Bug,Unlimited Zap,060272E0+0009,16053F30+00FF,1/2,"likely RAMH 16-bit direct write/code-patch pattern, unconfirmed opcode",0x0272E0,0x060272E0,0x0009,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Candidate converter-only test mapping to existing SRMW/SRMR/SRMG for clean RAMH 16-bit rows.,"medium correctness risk; small converter-only candidate, but opcode not externally confirmed here","unsupported or mixed record types: simple_16bit,unsupported_prefix_06 Address/value shape is compatible with RAMH 16-bit direct writes, but prefix meaning is unconfirmed locally."
06,libretro-sega-saturn\Bug (GameShark).cht,Bug,Unlimited Lives,0602556E+0009,,1/1,"likely RAMH 16-bit direct write/code-patch pattern, unconfirmed opcode",0x02556E,0x0602556E,0x0009,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Candidate converter-only test mapping to existing SRMW/SRMR/SRMG for clean RAMH 16-bit rows.,"medium correctness risk; small converter-only candidate, but opcode not externally confirmed here","unsupported or mixed record types: unsupported_prefix_06 Address/value shape is compatible with RAMH 16-bit direct writes, but prefix meaning is unconfirmed locally."
06,libretro-sega-saturn\Bug (GameShark).cht,Bug,Unlimited Energy,0602552E+0009,,1/1,"likely RAMH 16-bit direct write/code-patch pattern, unconfirmed opcode",0x02552E,0x0602552E,0x0009,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Candidate converter-only test mapping to existing SRMW/SRMR/SRMG for clean RAMH 16-bit rows.,"medium correctness risk; small converter-only candidate, but opcode not externally confirmed here","unsupported or mixed record types: unsupported_prefix_06 Address/value shape is compatible with RAMH 16-bit direct writes, but prefix meaning is unconfirmed locally."
F6,libretro-sega-saturn\Bug Too (GameShark).cht,Bug Too,Master Code,F6017598+C305,,1/1,master/enabler first record,0x017598,0x06017598,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Burning Rangers (GameShark).cht,Burning Rangers,Master Code,F6000924+FFFF,B6002800+0000,1/2,master/enabler first record,0x000924,0x06000924,0xFFFF,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Burning Rangers (GameShark).cht,Burning Rangers,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Bust-a-Move 3 (GameShark).cht,Bust-a-Move 3,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Bust-a-Move 3 (GameShark).cht,Bust-a-Move 3,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Castlevania - Symphony of the Night (GameShark).cht,Castlevania - Symphony of the Night,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Castlevania - Symphony of the Night (GameShark).cht,Castlevania - Symphony of the Night,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Center Ring Boxing (GameShark).cht,Center Ring Boxing,Master Code,F6000924+C305,B6002800+0000,1/2,master/enabler first record,0x000924,0x06000924,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Center Ring Boxing (GameShark).cht,Center Ring Boxing,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\College Slam (GameShark).cht,College Slam,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\College Slam (GameShark).cht,College Slam,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Congo The Movie - The Lost City of Zinj (GameShark).cht,Congo The Movie - The Lost City of Zinj,Master Code,F6000914+230B,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0x230B,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Congo The Movie - The Lost City of Zinj (GameShark).cht,Congo The Movie - The Lost City of Zinj,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Contra - Legacy of War (GameShark).cht,Contra - Legacy of War,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Contra - Legacy of War (GameShark).cht,Contra - Legacy of War,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Corpse Killer - Graveyard Edition (GameShark).cht,Corpse Killer - Graveyard Edition,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Corpse Killer - Graveyard Edition (GameShark).cht,Corpse Killer - Graveyard Edition,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
