"source_file","game_name","cheat_name","original_code_lines","detected_type","code_prefixes","address_or_addresses","values","reason_currently_unsupported","possible_future_support","estimated_runtime_complexity","estimated_resource_risk","correctness_risk","recommended_priority","notes"
"Iron Storm - World Advanced Strategy (GameShark).cht","Iron Storm - World Advanced Strategy","Build Units Anywhere","d60060340001+160de6e00001","conditional + direct write","16;D6","0x006034;0x0DE6E0","0x0001;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","1-Hit Death P1","D60955B8+0090+160955B8+0001","conditional + direct write","16;D6","0x0955B8","0x0090;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","1-Hit Death P2","D60955DC+0090+160955DC+0001","conditional + direct write","16;D6","0x0955DC","0x0090;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","25% Health P1","D60955B8+0090+160955B8+0024","conditional + direct write","16;D6","0x0955B8","0x0090;0x0024","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","25% Health P2","D60955DC+0090+160955DC+0024","conditional + direct write","16;D6","0x0955DC","0x0090;0x0024","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","50% Health P1","D60955B8+0090+160955B8+0048","conditional + direct write","16;D6","0x0955B8","0x0090;0x0048","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","50% Health P2","D60955DC+0090+160955DC+0048","conditional + direct write","16;D6","0x0955DC","0x0090;0x0048","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","75% Health P1","D60955B8+0090+160955B8+006C","conditional + direct write","16;D6","0x0955B8","0x0090;0x006C","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Last Bronx (GameShark).cht","Last Bronx","75% Health P2","D60955DC+0090+160955DC+006C","conditional + direct write","16;D6","0x0955DC","0x0090;0x006C","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","1-Hit Death Energy P2","D60BDD04+00A6+160BDD04+0001","conditional + direct write","16;D6","0x0BDD04","0x00A6;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","1-Hit Death P1","D60BDB70+00A6+160BDB70+0001","conditional + direct write","16;D6","0x0BDB70","0x00A6;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","25% Energy P1","D60BDB70+00A6+160BDB70+0029","conditional + direct write","16;D6","0x0BDB70","0x00A6;0x0029","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","25% Energy P2","D60BDD04+00A6+160BDD04+0029","conditional + direct write","16;D6","0x0BDD04","0x00A6;0x0029","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","50% Energy P1","D60BDB70+00A6+160BDB70+0053","conditional + direct write","16;D6","0x0BDB70","0x00A6;0x0053","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","50% Energy P2","D60BDD04+00A6+160BDD04+0053","conditional + direct write","16;D6","0x0BDD04","0x00A6;0x0053","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","75% Energy P1","D60BDB70+00A6+160BDB70+007C","conditional + direct write","16;D6","0x0BDB70","0x00A6;0x007C","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat II (GameShark).cht","Mortal Kombat II","75% Energy P2","D60BDD04+00A6+160BDD04+007C","conditional + direct write","16;D6","0x0BDD04","0x00A6;0x007C","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","1-Hit Death Energy P2","D608404C+00A6+1608404C+0001","conditional + direct write","16;D6","0x08404C","0x00A6;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","1-Hit Death P1","D6083ED4+00A6+16083ED4+0001","conditional + direct write","16;D6","0x083ED4","0x00A6;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","25% Energy P1","D6083ED4+00A6+16083ED4+0029","conditional + direct write","16;D6","0x083ED4","0x00A6;0x0029","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","25% Energy P2","D608404C+00A6+1608404C+0029","conditional + direct write","16;D6","0x08404C","0x00A6;0x0029","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","50% Energy P1","D6083ED4+00A6+16083ED4+0053","conditional + direct write","16;D6","0x083ED4","0x00A6;0x0053","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","50% Energy P2","D608404C+00A6+1608404C+0053","conditional + direct write","16;D6","0x08404C","0x00A6;0x0053","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","75% Energy P1","D6083ED4+00A6+16083ED4+007C","conditional + direct write","16;D6","0x083ED4","0x00A6;0x007C","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"libretro-sega-saturn\Mortal Kombat Trilogy (GameShark).cht","Mortal Kombat Trilogy","75% Energy P2","D608404C+00A6+1608404C+007C","conditional + direct write","16;D6","0x08404C","0x00A6;0x007C","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; D6-style conditional present."
"Need for Speed The (GameShark).cht","Need for Speed The","Timer Never Passes 00:01.0","D60FF186+0160+160FF186+0130","conditional + direct write","16;D6","0x0FF186","0x0160;0x0130","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"Night Warriors - Darkstalkers Revenge (GameShark).cht","Night Warriors - Darkstalkers Revenge","1-Hit Death Energy P1","D6076C66+0090+16076C66+0001","conditional + direct write","16;D6","0x076C66","0x0090;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"Night Warriors - Darkstalkers Revenge (GameShark).cht","Night Warriors - Darkstalkers Revenge","1-Hit Death P2","D607706A+0090+1607706A+0001","conditional + direct write","16;D6","0x07706A","0x0090;0x0001","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"Night Warriors - Darkstalkers Revenge (GameShark).cht","Night Warriors - Darkstalkers Revenge","25% Energy P1","D6076C66+0090+16076C66+0024","conditional + direct write","16;D6","0x076C66","0x0090;0x0024","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"Night Warriors - Darkstalkers Revenge (GameShark).cht","Night Warriors - Darkstalkers Revenge","25% Energy P2","D607706A+0090+1607706A+0024","conditional + direct write","16;D6","0x07706A","0x0090;0x0024","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"Night Warriors - Darkstalkers Revenge (GameShark).cht","Night Warriors - Darkstalkers Revenge","50% Energy P1","D6076C66+0090+16076C66+0048","conditional + direct write","16;D6","0x076C66","0x0090;0x0048","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"Night Warriors - Darkstalkers Revenge (GameShark).cht","Night Warriors - Darkstalkers Revenge","50% Energy P2","D607706A+0090+1607706A+0048","conditional + direct write","16;D6","0x07706A","0x0090;0x0048","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
"Night Warriors - Darkstalkers Revenge (GameShark).cht","Night Warriors - Darkstalkers Revenge","75% Energy P1","D6076C66+0090+16076C66+006C","conditional + direct write","16;D6","0x076C66","0x0090;0x006C","unsupported or mixed record types: conditional_d6,simple_16bit","Needs read/compare/branch behavior and definition of how many following writes are gated.","high","medium","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; D6-style conditional present."
